"id","name","reference_href","created_by","created_at","updated_by","updated_at","is_deleted"
1,"佐川急便","https://k2k.sagawa-exp.co.jp/p/web/okurijosearch.do?okurijoNo=",0,2021/08/25 10:09:58,0,2021/08/25 10:09:58,0
